,index,lang,textfile,Freq,PCComplexity,compressed,folder,LengthScript,Idiosyncratic,Type,Family,Ancestor
27313,012DB,tir,ዛ,1373,36.3349096988017,827,Ethi,326,0,syllabary,Middle East,Sarb
27314,012DC,amh,ዜ,1086,54.3147298662347,1072,Ethi,326,0,syllabary,Middle East,Sarb
27315,012DC,gmv,ዜ,226,54.3147298662347,1072,Ethi,326,0,syllabary,Middle East,Sarb
27316,012DC,guk,ዜ,127,54.3147298662347,1072,Ethi,326,0,syllabary,Middle East,Sarb
27317,012DC,kqy,ዜ,416,54.3147298662347,1072,Ethi,326,0,syllabary,Middle East,Sarb
27318,012DC,ktb,ዜ,239,54.3147298662347,1072,Ethi,326,0,syllabary,Middle East,Sarb
27319,012DC,mdy,ዜ,394,54.3147298662347,1072,Ethi,326,0,syllabary,Middle East,Sarb
27320,012DC,tir,ዜ,422,54.3147298662347,1072,Ethi,326,0,syllabary,Middle East,Sarb
27321,012DD,amh,ዝ,984,45.594375288942395,989,Ethi,326,0,syllabary,Middle East,Sarb
27322,012DD,gmv,ዝ,158,45.594375288942395,989,Ethi,326,0,syllabary,Middle East,Sarb
27323,012DD,guk,ዝ,168,45.594375288942395,989,Ethi,326,0,syllabary,Middle East,Sarb
27324,012DD,kqy,ዝ,613,45.594375288942395,989,Ethi,326,0,syllabary,Middle East,Sarb
27325,012DD,ktb,ዝ,110,45.594375288942395,989,Ethi,326,0,syllabary,Middle East,Sarb
27326,012DD,mdy,ዝ,3,45.594375288942395,989,Ethi,326,0,syllabary,Middle East,Sarb
27327,012DD,tir,ዝ,3209,45.594375288942395,989,Ethi,326,0,syllabary,Middle East,Sarb
27328,012DE,amh,ዞ,158,36.2311633582229,829,Ethi,326,0,syllabary,Middle East,Sarb
27329,012DE,gmv,ዞ,147,36.2311633582229,829,Ethi,326,0,syllabary,Middle East,Sarb
27330,012DE,guk,ዞ,24,36.2311633582229,829,Ethi,326,0,syllabary,Middle East,Sarb
27331,012DE,kqy,ዞ,149,36.2311633582229,829,Ethi,326,0,syllabary,Middle East,Sarb
27332,012DE,ktb,ዞ,61,36.2311633582229,829,Ethi,326,0,syllabary,Middle East,Sarb
27333,012DE,mdy,ዞ,835,36.2311633582229,829,Ethi,326,0,syllabary,Middle East,Sarb
27334,012DE,tir,ዞ,230,36.2311633582229,829,Ethi,326,0,syllabary,Middle East,Sarb
27335,012DF,amh,ዟ,21,48.088298640327,1001,Ethi,326,0,syllabary,Middle East,Sarb
27336,012DF,ktb,ዟ,1,48.088298640327,1001,Ethi,326,0,syllabary,Middle East,Sarb
27337,012E0,amh,ዠ,1,50.39802572151521,1142,Ethi,326,0,syllabary,Middle East,Sarb
27338,012E0,guk,ዠ,143,50.39802572151521,1142,Ethi,326,0,syllabary,Middle East,Sarb
27339,012E0,kqy,ዠ,67,50.39802572151521,1142,Ethi,326,0,syllabary,Middle East,Sarb
27340,012E1,amh,ዡ,7,56.9694421115676,1189,Ethi,326,0,syllabary,Middle East,Sarb
27341,012E1,guk,ዡ,14,56.9694421115676,1189,Ethi,326,0,syllabary,Middle East,Sarb
27342,012E1,kqy,ዡ,5,56.9694421115676,1189,Ethi,326,0,syllabary,Middle East,Sarb
27343,012E2,amh,ዢ,14,58.09252660138579,1255,Ethi,326,0,syllabary,Middle East,Sarb
27344,012E2,guk,ዢ,140,58.09252660138579,1255,Ethi,326,0,syllabary,Middle East,Sarb
27345,012E2,kqy,ዢ,2,58.09252660138579,1255,Ethi,326,0,syllabary,Middle East,Sarb
27346,012E2,mdy,ዢ,56,58.09252660138579,1255,Ethi,326,0,syllabary,Middle East,Sarb
27347,012E3,amh,ዣ,14,45.6380520700469,1144,Ethi,326,0,syllabary,Middle East,Sarb
27348,012E3,guk,ዣ,279,45.6380520700469,1144,Ethi,326,0,syllabary,Middle East,Sarb
27349,012E3,kqy,ዣ,14,45.6380520700469,1144,Ethi,326,0,syllabary,Middle East,Sarb
27350,012E3,mdy,ዣ,64,45.6380520700469,1144,Ethi,326,0,syllabary,Middle East,Sarb
27351,012E4,amh,ዤ,2,63.7074782268133,1348,Ethi,326,0,syllabary,Middle East,Sarb
27352,012E4,gmv,ዤ,1,63.7074782268133,1348,Ethi,326,0,syllabary,Middle East,Sarb
27353,012E4,kqy,ዤ,128,63.7074782268133,1348,Ethi,326,0,syllabary,Middle East,Sarb
27354,012E4,mdy,ዤ,21,63.7074782268133,1348,Ethi,326,0,syllabary,Middle East,Sarb
27355,012E5,amh,ዥ,58,59.14972245702371,1306,Ethi,326,0,syllabary,Middle East,Sarb
27356,012E5,guk,ዥ,668,59.14972245702371,1306,Ethi,326,0,syllabary,Middle East,Sarb
27357,012E5,kqy,ዥ,47,59.14972245702371,1306,Ethi,326,0,syllabary,Middle East,Sarb
27358,012E5,mdy,ዥ,2,59.14972245702371,1306,Ethi,326,0,syllabary,Middle East,Sarb
27359,012E6,amh,ዦ,9,45.6380520700469,1142,Ethi,326,0,syllabary,Middle East,Sarb
27360,012E6,guk,ዦ,81,45.6380520700469,1142,Ethi,326,0,syllabary,Middle East,Sarb
27361,012E6,kqy,ዦ,10,45.6380520700469,1142,Ethi,326,0,syllabary,Middle East,Sarb
27362,012E6,mdy,ዦ,236,45.6380520700469,1142,Ethi,326,0,syllabary,Middle East,Sarb
27363,012E8,amh,የ,9409,33.7939764076688,1156,Ethi,326,0,syllabary,Middle East,Sarb
27364,012E8,kqy,የ,1721,33.7939764076688,1156,Ethi,326,0,syllabary,Middle East,Sarb
27365,012E8,ktb,የ,833,33.7939764076688,1156,Ethi,326,0,syllabary,Middle East,Sarb
27366,012E8,kxc,የ,1048,33.7939764076688,1156,Ethi,326,0,syllabary,Middle East,Sarb
27367,012E8,tir,የ,3021,33.7939764076688,1156,Ethi,326,0,syllabary,Middle East,Sarb
27368,012E9,amh,ዩ,520,39.8729418669356,1266,Ethi,326,0,syllabary,Middle East,Sarb
27369,012E9,gmv,ዩ,135,39.8729418669356,1266,Ethi,326,0,syllabary,Middle East,Sarb
27370,012E9,guk,ዩ,30,39.8729418669356,1266,Ethi,326,0,syllabary,Middle East,Sarb
27371,012E9,kqy,ዩ,94,39.8729418669356,1266,Ethi,326,0,syllabary,Middle East,Sarb
27372,012E9,ktb,ዩ,71,39.8729418669356,1266,Ethi,326,0,syllabary,Middle East,Sarb
27373,012E9,kxc,ዩ,5,39.8729418669356,1266,Ethi,326,0,syllabary,Middle East,Sarb
27374,012E9,mdy,ዩ,2,39.8729418669356,1266,Ethi,326,0,syllabary,Middle East,Sarb
27375,012E9,tir,ዩ,2446,39.8729418669356,1266,Ethi,326,0,syllabary,Middle East,Sarb
27376,012EA,amh,ዪ,13,46.8600994959675,1377,Ethi,326,0,syllabary,Middle East,Sarb
27377,012EA,gmv,ዪ,866,46.8600994959675,1377,Ethi,326,0,syllabary,Middle East,Sarb
27378,012EA,guk,ዪ,882,46.8600994959675,1377,Ethi,326,0,syllabary,Middle East,Sarb
27379,012EA,kqy,ዪ,2,46.8600994959675,1377,Ethi,326,0,syllabary,Middle East,Sarb
27380,012EA,ktb,ዪ,123,46.8600994959675,1377,Ethi,326,0,syllabary,Middle East,Sarb
27381,012EA,mdy,ዪ,82,46.8600994959675,1377,Ethi,326,0,syllabary,Middle East,Sarb
27382,012EA,tir,ዪ,229,46.8600994959675,1377,Ethi,326,0,syllabary,Middle East,Sarb
27383,012EB,amh,ያ,6554,41.4886980230028,1273,Ethi,326,0,syllabary,Middle East,Sarb
27384,012EB,gmv,ያ,781,41.4886980230028,1273,Ethi,326,0,syllabary,Middle East,Sarb
27385,012EB,guk,ያ,3703,41.4886980230028,1273,Ethi,326,0,syllabary,Middle East,Sarb
27386,012EB,kqy,ያ,161,41.4886980230028,1273,Ethi,326,0,syllabary,Middle East,Sarb
27387,012EB,ktb,ያ,517,41.4886980230028,1273,Ethi,326,0,syllabary,Middle East,Sarb
27388,012EB,kxc,ያ,395,41.4886980230028,1273,Ethi,326,0,syllabary,Middle East,Sarb
27389,012EB,mdy,ያ,3897,41.4886980230028,1273,Ethi,326,0,syllabary,Middle East,Sarb
27390,012EB,tir,ያ,1688,41.4886980230028,1273,Ethi,326,0,syllabary,Middle East,Sarb
27391,012EC,amh,ዬ,163,51.6827871380944,1500,Ethi,326,0,syllabary,Middle East,Sarb
27392,012EC,gmv,ዬ,2083,51.6827871380944,1500,Ethi,326,0,syllabary,Middle East,Sarb
27393,012EC,guk,ዬ,348,51.6827871380944,1500,Ethi,326,0,syllabary,Middle East,Sarb
27394,012EC,kqy,ዬ,4855,51.6827871380944,1500,Ethi,326,0,syllabary,Middle East,Sarb
27395,012EC,ktb,ዬ,3067,51.6827871380944,1500,Ethi,326,0,syllabary,Middle East,Sarb
27396,012EC,kxc,ዬ,2808,51.6827871380944,1500,Ethi,326,0,syllabary,Middle East,Sarb
27397,012EC,mdy,ዬ,2604,51.6827871380944,1500,Ethi,326,0,syllabary,Middle East,Sarb
27398,012ED,amh,ይ,8767,51.6755930536477,1342,Ethi,326,0,syllabary,Middle East,Sarb
27399,012ED,gmv,ይ,7068,51.6755930536477,1342,Ethi,326,0,syllabary,Middle East,Sarb
27400,012ED,guk,ይ,342,51.6755930536477,1342,Ethi,326,0,syllabary,Middle East,Sarb
27401,012ED,kqy,ይ,5414,51.6755930536477,1342,Ethi,326,0,syllabary,Middle East,Sarb
27402,012ED,ktb,ይ,1354,51.6755930536477,1342,Ethi,326,0,syllabary,Middle East,Sarb
27403,012ED,kxc,ይ,3199,51.6755930536477,1342,Ethi,326,0,syllabary,Middle East,Sarb
27404,012ED,mdy,ይ,4424,51.6755930536477,1342,Ethi,326,0,syllabary,Middle East,Sarb
27405,012ED,tir,ይ,10655,51.6755930536477,1342,Ethi,326,0,syllabary,Middle East,Sarb
27406,012EE,amh,ዮ,546,39.204820339912,1296,Ethi,326,0,syllabary,Middle East,Sarb
27407,012EE,gmv,ዮ,700,39.204820339912,1296,Ethi,326,0,syllabary,Middle East,Sarb
27408,012EE,guk,ዮ,222,39.204820339912,1296,Ethi,326,0,syllabary,Middle East,Sarb
27409,012EE,kqy,ዮ,822,39.204820339912,1296,Ethi,326,0,syllabary,Middle East,Sarb
27410,012EE,ktb,ዮ,1426,39.204820339912,1296,Ethi,326,0,syllabary,Middle East,Sarb
27411,012EE,kxc,ዮ,562,39.204820339912,1296,Ethi,326,0,syllabary,Middle East,Sarb
27412,012EE,mdy,ዮ,465,39.204820339912,1296,Ethi,326,0,syllabary,Middle East,Sarb
27413,012EE,tir,ዮ,1287,39.204820339912,1296,Ethi,326,0,syllabary,Middle East,Sarb
27414,012F0,amh,ደ,7106,45.8572488070438,1275,Ethi,326,0,syllabary,Middle East,Sarb
27415,012F0,guk,ደ,2596,45.8572488070438,1275,Ethi,326,0,syllabary,Middle East,Sarb
27416,012F0,kqy,ደ,1061,45.8572488070438,1275,Ethi,326,0,syllabary,Middle East,Sarb
27417,012F0,ktb,ደ,1762,45.8572488070438,1275,Ethi,326,0,syllabary,Middle East,Sarb
27418,012F0,kxc,ደ,2166,45.8572488070438,1275,Ethi,326,0,syllabary,Middle East,Sarb
27419,012F0,tir,ደ,4016,45.8572488070438,1275,Ethi,326,0,syllabary,Middle East,Sarb
27420,012F1,amh,ዱ,930,53.0869876288416,1357,Ethi,326,0,syllabary,Middle East,Sarb
27421,012F1,gmv,ዱ,479,53.0869876288416,1357,Ethi,326,0,syllabary,Middle East,Sarb
27422,012F1,guk,ዱ,586,53.0869876288416,1357,Ethi,326,0,syllabary,Middle East,Sarb
27423,012F1,kqy,ዱ,310,53.0869876288416,1357,Ethi,326,0,syllabary,Middle East,Sarb
27424,012F1,ktb,ዱ,393,53.0869876288416,1357,Ethi,326,0,syllabary,Middle East,Sarb
27425,012F1,kxc,ዱ,243,53.0869876288416,1357,Ethi,326,0,syllabary,Middle East,Sarb
27426,012F1,mdy,ዱ,264,53.0869876288416,1357,Ethi,326,0,syllabary,Middle East,Sarb
27427,012F1,tir,ዱ,805,53.0869876288416,1357,Ethi,326,0,syllabary,Middle East,Sarb
27428,012F2,amh,ዲ,2167,55.211526827350205,1379,Ethi,326,0,syllabary,Middle East,Sarb
27429,012F2,gmv,ዲ,3504,55.211526827350205,1379,Ethi,326,0,syllabary,Middle East,Sarb
27430,012F2,guk,ዲ,110,55.211526827350205,1379,Ethi,326,0,syllabary,Middle East,Sarb
27431,012F2,kqy,ዲ,65,55.211526827350205,1379,Ethi,326,0,syllabary,Middle East,Sarb
27432,012F2,ktb,ዲ,243,55.211526827350205,1379,Ethi,326,0,syllabary,Middle East,Sarb
27433,012F2,kxc,ዲ,288,55.211526827350205,1379,Ethi,326,0,syllabary,Middle East,Sarb
27434,012F2,mdy,ዲ,1016,55.211526827350205,1379,Ethi,326,0,syllabary,Middle East,Sarb
27435,012F2,tir,ዲ,1285,55.211526827350205,1379,Ethi,326,0,syllabary,Middle East,Sarb
27436,012F3,amh,ዳ,2154,47.0987499815545,1258,Ethi,326,0,syllabary,Middle East,Sarb
27437,012F3,gmv,ዳ,4658,47.0987499815545,1258,Ethi,326,0,syllabary,Middle East,Sarb
27438,012F3,guk,ዳ,1739,47.0987499815545,1258,Ethi,326,0,syllabary,Middle East,Sarb
27439,012F3,kqy,ዳ,90,47.0987499815545,1258,Ethi,326,0,syllabary,Middle East,Sarb
27440,012F3,ktb,ዳ,1230,47.0987499815545,1258,Ethi,326,0,syllabary,Middle East,Sarb
27441,012F3,kxc,ዳ,414,47.0987499815545,1258,Ethi,326,0,syllabary,Middle East,Sarb
27442,012F3,mdy,ዳ,4092,47.0987499815545,1258,Ethi,326,0,syllabary,Middle East,Sarb
27443,012F3,tir,ዳ,1044,47.0987499815545,1258,Ethi,326,0,syllabary,Middle East,Sarb
27444,012F4,amh,ዴ,351,56.5915363630473,1490,Ethi,326,0,syllabary,Middle East,Sarb
27445,012F4,gmv,ዴ,4284,56.5915363630473,1490,Ethi,326,0,syllabary,Middle East,Sarb
27446,012F4,guk,ዴ,477,56.5915363630473,1490,Ethi,326,0,syllabary,Middle East,Sarb
27447,012F4,kqy,ዴ,1907,56.5915363630473,1490,Ethi,326,0,syllabary,Middle East,Sarb
27448,012F4,ktb,ዴ,144,56.5915363630473,1490,Ethi,326,0,syllabary,Middle East,Sarb
27449,012F4,kxc,ዴ,3388,56.5915363630473,1490,Ethi,326,0,syllabary,Middle East,Sarb
27450,012F4,mdy,ዴ,1195,56.5915363630473,1490,Ethi,326,0,syllabary,Middle East,Sarb
27451,012F4,tir,ዴ,68,56.5915363630473,1490,Ethi,326,0,syllabary,Middle East,Sarb
27452,012F5,amh,ድ,4752,51.157395506560896,1336,Ethi,326,0,syllabary,Middle East,Sarb
27453,012F5,gmv,ድ,4,51.157395506560896,1336,Ethi,326,0,syllabary,Middle East,Sarb
27454,012F5,guk,ድ,517,51.157395506560896,1336,Ethi,326,0,syllabary,Middle East,Sarb
27455,012F5,kqy,ድ,3701,51.157395506560896,1336,Ethi,326,0,syllabary,Middle East,Sarb
27456,012F5,ktb,ድ,746,51.157395506560896,1336,Ethi,326,0,syllabary,Middle East,Sarb
27457,012F5,kxc,ድ,1358,51.157395506560896,1336,Ethi,326,0,syllabary,Middle East,Sarb
27458,012F5,tir,ድ,5117,51.157395506560896,1336,Ethi,326,0,syllabary,Middle East,Sarb
27459,012F6,amh,ዶ,403,47.187960531474296,1315,Ethi,326,0,syllabary,Middle East,Sarb
27460,012F6,gmv,ዶ,997,47.187960531474296,1315,Ethi,326,0,syllabary,Middle East,Sarb
27461,012F6,guk,ዶ,596,47.187960531474296,1315,Ethi,326,0,syllabary,Middle East,Sarb
27462,012F6,kqy,ዶ,2134,47.187960531474296,1315,Ethi,326,0,syllabary,Middle East,Sarb
27463,012F6,ktb,ዶ,820,47.187960531474296,1315,Ethi,326,0,syllabary,Middle East,Sarb
27464,012F6,kxc,ዶ,286,47.187960531474296,1315,Ethi,326,0,syllabary,Middle East,Sarb
27465,012F6,mdy,ዶ,817,47.187960531474296,1315,Ethi,326,0,syllabary,Middle East,Sarb
27466,012F6,tir,ዶ,701,47.187960531474296,1315,Ethi,326,0,syllabary,Middle East,Sarb
27467,012F7,amh,ዷ,29,56.2424439090411,1467,Ethi,326,0,syllabary,Middle East,Sarb
27468,012F8,guk,ዸ,183,45.4953713306132,1299,Ethi,326,0,syllabary,Middle East,Sarb
27469,012F8,kqy,ዸ,355,45.4953713306132,1299,Ethi,326,0,syllabary,Middle East,Sarb
27470,012F9,guk,ዹ,29,51.7640074019574,1370,Ethi,326,0,syllabary,Middle East,Sarb
27471,012F9,kqy,ዹ,185,51.7640074019574,1370,Ethi,326,0,syllabary,Middle East,Sarb
27472,012F9,mdy,ዹ,140,51.7640074019574,1370,Ethi,326,0,syllabary,Middle East,Sarb
27473,012FA,kqy,ዺ,8,54.323110134144294,1410,Ethi,326,0,syllabary,Middle East,Sarb
27474,012FA,mdy,ዺ,419,54.323110134144294,1410,Ethi,326,0,syllabary,Middle East,Sarb
27475,012FB,guk,ዻ,268,46.5594362084865,1308,Ethi,326,0,syllabary,Middle East,Sarb
27476,012FB,kqy,ዻ,39,46.5594362084865,1308,Ethi,326,0,syllabary,Middle East,Sarb
27477,012FB,mdy,ዻ,854,46.5594362084865,1308,Ethi,326,0,syllabary,Middle East,Sarb
27478,012FC,guk,ዼ,3,55.496014668287295,1540,Ethi,326,0,syllabary,Middle East,Sarb
27479,012FC,kqy,ዼ,414,55.496014668287295,1540,Ethi,326,0,syllabary,Middle East,Sarb
27480,012FC,mdy,ዼ,424,55.496014668287295,1540,Ethi,326,0,syllabary,Middle East,Sarb
27481,012FD,guk,ዽ,119,50.429264030411794,1427,Ethi,326,0,syllabary,Middle East,Sarb
27482,012FD,kqy,ዽ,316,50.429264030411794,1427,Ethi,326,0,syllabary,Middle East,Sarb
27483,012FE,guk,ዾ,65,47.31579879830971,1382,Ethi,326,0,syllabary,Middle East,Sarb
27484,012FE,kqy,ዾ,282,47.31579879830971,1382,Ethi,326,0,syllabary,Middle East,Sarb
27485,012FE,mdy,ዾ,96,47.31579879830971,1382,Ethi,326,0,syllabary,Middle East,Sarb
27486,01300,amh,ጀ,755,61.6365859563165,1487,Ethi,326,0,syllabary,Middle East,Sarb
27487,01300,guk,ጀ,290,61.6365859563165,1487,Ethi,326,0,syllabary,Middle East,Sarb
27488,01300,ktb,ጀ,225,61.6365859563165,1487,Ethi,326,0,syllabary,Middle East,Sarb
27489,01300,tir,ጀ,193,61.6365859563165,1487,Ethi,326,0,syllabary,Middle East,Sarb
27490,01301,amh,ጁ,196,70.896923523395,1642,Ethi,326,0,syllabary,Middle East,Sarb
27491,01301,ktb,ጁ,20,70.896923523395,1642,Ethi,326,0,syllabary,Middle East,Sarb
27492,01301,mdy,ጁ,1,70.896923523395,1642,Ethi,326,0,syllabary,Middle East,Sarb
27493,01301,tir,ጁ,3,70.896923523395,1642,Ethi,326,0,syllabary,Middle East,Sarb
27494,01302,amh,ጂ,256,72.66848744770921,1596,Ethi,326,0,syllabary,Middle East,Sarb
27495,01302,gmv,ጂ,31,72.66848744770921,1596,Ethi,326,0,syllabary,Middle East,Sarb
27496,01302,guk,ጂ,11,72.66848744770921,1596,Ethi,326,0,syllabary,Middle East,Sarb
27497,01302,ktb,ጂ,7,72.66848744770921,1596,Ethi,326,0,syllabary,Middle East,Sarb
27498,01302,mdy,ጂ,25,72.66848744770921,1596,Ethi,326,0,syllabary,Middle East,Sarb
27499,01302,tir,ጂ,120,72.66848744770921,1596,Ethi,326,0,syllabary,Middle East,Sarb
27500,01303,amh,ጃ,117,65.2659182268326,1537,Ethi,326,0,syllabary,Middle East,Sarb
27501,01303,gmv,ጃ,21,65.2659182268326,1537,Ethi,326,0,syllabary,Middle East,Sarb
27502,01303,guk,ጃ,299,65.2659182268326,1537,Ethi,326,0,syllabary,Middle East,Sarb
27503,01303,ktb,ጃ,642,65.2659182268326,1537,Ethi,326,0,syllabary,Middle East,Sarb
27504,01303,mdy,ጃ,6,65.2659182268326,1537,Ethi,326,0,syllabary,Middle East,Sarb
27505,01303,tir,ጃ,144,65.2659182268326,1537,Ethi,326,0,syllabary,Middle East,Sarb
27506,01304,amh,ጄ,82,74.3760636865941,1681,Ethi,326,0,syllabary,Middle East,Sarb
27507,01304,gmv,ጄ,81,74.3760636865941,1681,Ethi,326,0,syllabary,Middle East,Sarb
27508,01304,kqy,ጄ,66,74.3760636865941,1681,Ethi,326,0,syllabary,Middle East,Sarb
27509,01304,ktb,ጄ,214,74.3760636865941,1681,Ethi,326,0,syllabary,Middle East,Sarb
27510,01304,mdy,ጄ,10,74.3760636865941,1681,Ethi,326,0,syllabary,Middle East,Sarb
27511,01305,amh,ጅ,941,67.0590178137646,1607,Ethi,326,0,syllabary,Middle East,Sarb
27512,01305,guk,ጅ,197,67.0590178137646,1607,Ethi,326,0,syllabary,Middle East,Sarb
27513,01305,ktb,ጅ,335,67.0590178137646,1607,Ethi,326,0,syllabary,Middle East,Sarb
27514,01305,tir,ጅ,31,67.0590178137646,1607,Ethi,326,0,syllabary,Middle East,Sarb
27515,01306,amh,ጆ,315,65.2868872930349,1539,Ethi,326,0,syllabary,Middle East,Sarb
27516,01306,gmv,ጆ,10,65.2868872930349,1539,Ethi,326,0,syllabary,Middle East,Sarb
27517,01306,ktb,ጆ,143,65.2868872930349,1539,Ethi,326,0,syllabary,Middle East,Sarb
27518,01306,mdy,ጆ,6,65.2868872930349,1539,Ethi,326,0,syllabary,Middle East,Sarb
27519,01306,tir,ጆ,12,65.2868872930349,1539,Ethi,326,0,syllabary,Middle East,Sarb
27520,01307,amh,ጇ,12,76.9510805433473,1665,Ethi,326,0,syllabary,Middle East,Sarb
27521,01308,amh,ገ,4708,25.770042707905898,948,Ethi,326,0,syllabary,Middle East,Sarb
27522,01308,guk,ገ,4975,25.770042707905898,948,Ethi,326,0,syllabary,Middle East,Sarb
27523,01308,kqy,ገ,1764,25.770042707905898,948,Ethi,326,0,syllabary,Middle East,Sarb
27524,01308,ktb,ገ,2778,25.770042707905898,948,Ethi,326,0,syllabary,Middle East,Sarb
27525,01308,tir,ገ,2633,25.770042707905898,948,Ethi,326,0,syllabary,Middle East,Sarb
27526,01309,amh,ጉ,574,31.585625039400202,1032,Ethi,326,0,syllabary,Middle East,Sarb
27527,01309,gmv,ጉ,521,31.585625039400202,1032,Ethi,326,0,syllabary,Middle East,Sarb
27528,01309,guk,ጉ,152,31.585625039400202,1032,Ethi,326,0,syllabary,Middle East,Sarb
27529,01309,kqy,ጉ,504,31.585625039400202,1032,Ethi,326,0,syllabary,Middle East,Sarb
27530,01309,ktb,ጉ,770,31.585625039400202,1032,Ethi,326,0,syllabary,Middle East,Sarb
27531,01309,mdy,ጉ,1032,31.585625039400202,1032,Ethi,326,0,syllabary,Middle East,Sarb
27532,01309,tir,ጉ,211,31.585625039400202,1032,Ethi,326,0,syllabary,Middle East,Sarb
27533,0130A,amh,ጊ,1092,33.7838671288562,1071,Ethi,326,0,syllabary,Middle East,Sarb
27534,0130A,gmv,ጊ,4089,33.7838671288562,1071,Ethi,326,0,syllabary,Middle East,Sarb
27535,0130A,guk,ጊ,2,33.7838671288562,1071,Ethi,326,0,syllabary,Middle East,Sarb
27536,0130A,ktb,ጊ,132,33.7838671288562,1071,Ethi,326,0,syllabary,Middle East,Sarb
27537,0130A,mdy,ጊ,1291,33.7838671288562,1071,Ethi,326,0,syllabary,Middle East,Sarb
27538,0130A,tir,ጊ,363,33.7838671288562,1071,Ethi,326,0,syllabary,Middle East,Sarb
27539,0130B,amh,ጋ,1675,34.9681725323658,1070,Ethi,326,0,syllabary,Middle East,Sarb
27540,0130B,gmv,ጋ,1633,34.9681725323658,1070,Ethi,326,0,syllabary,Middle East,Sarb
27541,0130B,guk,ጋ,2036,34.9681725323658,1070,Ethi,326,0,syllabary,Middle East,Sarb
27542,0130B,kqy,ጋ,128,34.9681725323658,1070,Ethi,326,0,syllabary,Middle East,Sarb
27543,0130B,ktb,ጋ,529,34.9681725323658,1070,Ethi,326,0,syllabary,Middle East,Sarb
27544,0130B,mdy,ጋ,1851,34.9681725323658,1070,Ethi,326,0,syllabary,Middle East,Sarb
27545,0130B,tir,ጋ,542,34.9681725323658,1070,Ethi,326,0,syllabary,Middle East,Sarb
27546,0130C,amh,ጌ,569,39.00887917318521,1148,Ethi,326,0,syllabary,Middle East,Sarb
27547,0130C,gmv,ጌ,1088,39.00887917318521,1148,Ethi,326,0,syllabary,Middle East,Sarb
27548,0130C,guk,ጌ,42,39.00887917318521,1148,Ethi,326,0,syllabary,Middle East,Sarb
27549,0130C,kqy,ጌ,1438,39.00887917318521,1148,Ethi,326,0,syllabary,Middle East,Sarb
27550,0130C,ktb,ጌ,253,39.00887917318521,1148,Ethi,326,0,syllabary,Middle East,Sarb
27551,0130C,mdy,ጌ,3138,39.00887917318521,1148,Ethi,326,0,syllabary,Middle East,Sarb
27552,0130C,tir,ጌ,245,39.00887917318521,1148,Ethi,326,0,syllabary,Middle East,Sarb
27553,0130D,amh,ግ,4499,41.149734282008204,1140,Ethi,326,0,syllabary,Middle East,Sarb
27554,0130D,gmv,ግ,13,41.149734282008204,1140,Ethi,326,0,syllabary,Middle East,Sarb
27555,0130D,guk,ግ,584,41.149734282008204,1140,Ethi,326,0,syllabary,Middle East,Sarb
27556,0130D,kqy,ግ,825,41.149734282008204,1140,Ethi,326,0,syllabary,Middle East,Sarb
27557,0130D,ktb,ግ,730,41.149734282008204,1140,Ethi,326,0,syllabary,Middle East,Sarb
27558,0130D,mdy,ግ,23,41.149734282008204,1140,Ethi,326,0,syllabary,Middle East,Sarb
27559,0130D,tir,ግ,2941,41.149734282008204,1140,Ethi,326,0,syllabary,Middle East,Sarb
27560,0130E,amh,ጎ,311,26.3155191284023,1016,Ethi,326,0,syllabary,Middle East,Sarb
27561,0130E,gmv,ጎ,512,26.3155191284023,1016,Ethi,326,0,syllabary,Middle East,Sarb
27562,0130E,guk,ጎ,1944,26.3155191284023,1016,Ethi,326,0,syllabary,Middle East,Sarb
27563,0130E,kqy,ጎ,421,26.3155191284023,1016,Ethi,326,0,syllabary,Middle East,Sarb
27564,0130E,ktb,ጎ,437,26.3155191284023,1016,Ethi,326,0,syllabary,Middle East,Sarb
27565,0130E,mdy,ጎ,1722,26.3155191284023,1016,Ethi,326,0,syllabary,Middle East,Sarb
27566,0130E,tir,ጎ,106,26.3155191284023,1016,Ethi,326,0,syllabary,Middle East,Sarb
27567,01310,amh,ጐ,68,43.8905251238156,1260,Ethi,326,0,syllabary,Middle East,Sarb
27568,01310,tir,ጐ,620,43.8905251238156,1260,Ethi,326,0,syllabary,Middle East,Sarb
27569,01312,guk,ጒ,1,38.3634380780789,1103,Ethi,326,0,syllabary,Middle East,Sarb
27570,01312,tir,ጒ,106,38.3634380780789,1103,Ethi,326,0,syllabary,Middle East,Sarb
27571,01313,amh,ጓ,84,31.004097412792202,1140,Ethi,326,0,syllabary,Middle East,Sarb
27572,01313,guk,ጓ,549,31.004097412792202,1140,Ethi,326,0,syllabary,Middle East,Sarb
27573,01313,tir,ጓ,176,31.004097412792202,1140,Ethi,326,0,syllabary,Middle East,Sarb
27574,01315,amh,ጕ,26,38.431293981220705,1093,Ethi,326,0,syllabary,Middle East,Sarb
27575,01315,tir,ጕ,85,38.431293981220705,1093,Ethi,326,0,syllabary,Middle East,Sarb
27576,01320,amh,ጠ,2365,64.6045009569271,1129,Ethi,326,0,syllabary,Middle East,Sarb
27577,01320,guk,ጠ,81,64.6045009569271,1129,Ethi,326,0,syllabary,Middle East,Sarb
27578,01320,ktb,ጠ,1671,64.6045009569271,1129,Ethi,326,0,syllabary,Middle East,Sarb
